HGNC_id	HGNC_symbol	gencode_gene_id	gencode_gene_name	chr	start	end	strand	gene_status	gene_length_bp	log_gene_length	A_bp	C_bp	G_bp	T_bp	N_bp	other_bp	ACGT_bp	GC_fraction	GC_z	IUIS_flag	SFARI_R0_highconf_flag	SFARI_R1_highconf_flag	CoreSeed_flag	R0_group	GO_BP_degree	Reactome_degree	annotation_degree	annotation_degree_log1p	annotation_degree_log1p_z	mapping_method
HGNC:11914	TNFRSF18	ENSG00000186891	TNFRSF18	chr1	1138888	1142071	-	KNOWN	3184	8.065893546964274	543	1124	1024	493	0	0	3184	0.6746231155778895	2.6067211265048504	0	0	0	0	Background	17	2	19	2.995732273553991	0.5611859728285722	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:11918	TNFRSF4	ENSG00000186827	TNFRSF4	chr1	1146706	1149518	-	KNOWN	2813	7.9420068084898565	414	1041	939	419	0	0	2813	0.7038748666903661	2.9753036209022525	1	0	0	0	IEI_only	33	1	34	3.5553480614894135	0.967197582234996	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24188	SDF4	ENSG00000078808	SDF4	chr1	1152288	1167411	-	KNOWN	15124	9.624038165010823	3291	4972	4307	2554	0	0	15124	0.6135281671515472	1.8369029915331947	0	0	0	0	Background	19	0	19	2.995732273553991	0.5611859728285722	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:17978	B3GALT6	ENSG00000176022	B3GALT6	chr1	1167629	1170421	+	KNOWN	2793	7.934871565945177	447	866	927	553	0	0	2793	0.6419620479770856	2.195180028684836	0	0	0	0	Background	18	2	20	3.044522437723423	0.5965841397579168	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:32308	C1QTNF12	ENSG00000184163	FAM132A	chr1	1177826	1182102	-	KNOWN	4277	8.361007108226909	705	1698	1268	606	0	0	4277	0.6934767360299275	2.844283466889665	0	0	0	0	Background	18	0	18	2.9444389791664403	0.5239717386074854	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:19268	UBE2J2	ENSG00000160087	UBE2J2	chr1	1189289	1209265	-	KNOWN	19977	9.902336890778733	4717	6107	5146	4007	0	0	19977	0.5632977924613305	1.2039823596487167	0	0	0	0	Background	7	3	10	2.3978952727983707	0.12744416626698069	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:10601	SCNN1D	ENSG00000162572	SCNN1D	chr1	1215816	1227409	+	KNOWN	11594	9.358243001899679	1644	4020	3624	2306	0	0	11594	0.6593065378644126	2.413726785839309	0	0	0	0	Background	37	1	38	3.6635616461296463	1.0457085403005486	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:16754	ACAP3	ENSG00000131584	ACAP3	chr1	1227756	1244989	-	KNOWN	17234	9.754639455799712	2972	6051	5547	2664	0	0	17234	0.6729720320297087	2.5859168850662098	0	0	0	0	Background	2	0	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26914	PUSL1	ENSG00000169972	PUSL1	chr1	1243947	1247057	+	KNOWN	3111	8.042699496897637	509	1023	1054	525	0	0	3111	0.6676309868209579	2.51861781096425	0	0	0	0	Background	8	0	8	2.1972245773362196	-0.018146136547521275	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26052	INTS11	ENSG00000127054	CPSF3L	chr1	1246965	1260071	-	KNOWN	13107	9.480901717619545	2975	3750	4174	2208	0	0	13107	0.6045624475471122	1.7239317275851416	0	0	0	0	Background	16	1	17	2.8903717578961645	0.4847449691036002	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:28116	CPTP	ENSG00000224051	GLTPD1	chr1	1260136	1264277	+	KNOWN	4142	8.328934041955529	740	1401	1302	699	0	0	4142	0.6525832930951231	2.3290115044197273	0	0	0	0	Background	26	0	26	3.295836866004329	0.7789174078557077	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:15661	TAS1R3	ENSG00000169962	TAS1R3	chr1	1266694	1270686	+	KNOWN	3993	8.292298107063221	641	1368	1297	687	0	0	3993	0.6674179814675683	2.515933867559615	0	0	0	0	Background	6	3	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:3084	DVL1	ENSG00000107404	DVL1	chr1	1270656	1284730	-	KNOWN	14075	9.552155453007892	2709	5113	4210	2043	0	0	14075	0.662380106571936	2.452454847505251	0	0	0	0	Background	89	6	95	4.564348191467836	1.6992458473048582	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:7542	MXRA8	ENSG00000162576	MXRA8	chr1	1288069	1297157	-	KNOWN	9089	9.11482017011877	1724	2869	3066	1430	0	0	9089	0.6529871272967324	2.3340999593563154	0	0	0	0	Background	3	2	5	1.791759469228055	-0.31231857529962875	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24114	AURKAIP1	ENSG00000175756	AURKAIP1	chr1	1309110	1310875	-	KNOWN	1766	7.476472381163905	286	648	533	299	0	0	1766	0.6687429218573047	2.5326285889080618	0	0	0	0	Background	6	4	10	2.3978952727983707	0.12744416626698069	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:20570	CCNL2	ENSG00000221978	CCNL2	chr1	1321091	1334708	-	KNOWN	13618	9.519147726042911	3748	3656	3340	2874	0	0	13618	0.5137318255250404	0.5794335023734792	0	0	0	0	Background	6	0	6	1.9459101490553132	-0.2004794046453124	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:27125	MRPL20-AS1	ENSG00000224870	RP4-758J18.2	chr1	1334902	1337426	+	NOVEL	2525	7.83399634170946	542	683	816	484	0	0	2525	0.5936633663366336	1.5865994180166867	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:14478	MRPL20	ENSG00000242485	MRPL20	chr1	1337288	1342693	-	KNOWN	5406	8.595264726836392	1282	1479	1391	1254	0	0	5406	0.5308916019237884	0.7956528037080413	0	0	0	0	Background	4	4	8	2.1972245773362196	-0.018146136547521275	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:42950	ANKRD65	ENSG00000235098	ANKRD65	chr1	1353800	1357149	-	KNOWN	3350	8.116715624819111	551	1208	1020	571	0	0	3350	0.6650746268656716	2.486406763999094	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:37099	TMEM278	ENSG00000205116	TMEM88B	chr1	1361508	1363167	+	KNOWN	1660	7.414572881350589	189	756	416	299	0	0	1660	0.7060240963855422	3.0023846814184236	0	0	0	0	Background	4	0	4	1.6094379124341003	-0.44459623847367125	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:30910	VWA1	ENSG00000179403	VWA1	chr1	1370241	1378262	+	KNOWN	8022	8.989943046329998	1311	2635	2688	1388	0	0	8022	0.6635502368486662	2.467198906228736	0	0	0	0	Background	0	2	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:32151	ATAD3C	ENSG00000215915	ATAD3C	chr1	1385069	1405538	+	KNOWN	20470	9.926715678655334	4006	5675	5988	4801	0	0	20470	0.5697606253053249	1.285416357953758	0	0	0	0	Background	1	0	1	0.6931471805599453	-1.1093821197028577	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24007	ATAD3B	ENSG00000160072	ATAD3B	chr1	1407143	1433228	+	KNOWN	26086	10.169154050930228	4930	7568	7778	5810	0	0	26086	0.5882849037798052	1.5188288719869385	0	0	0	0	Background	1	1	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:25567	ATAD3A	ENSG00000197785	ATAD3A	chr1	1447531	1470067	+	KNOWN	22537	10.022913682018666	4161	6711	6783	4882	0	0	22537	0.5987487243200071	1.6506767419077708	1	0	0	0	IEI_only	14	0	14	2.70805020110221	0.3524673059295579	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:25186	TMEM240	ENSG00000205090	TMEM240	chr1	1470554	1475833	-	KNOWN	5280	8.571681376700306	912	1815	1671	882	0	0	5280	0.6602272727272728	2.425328373420399	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:25016	SSU72	ENSG00000160075	SSU72	chr1	1477053	1510249	-	KNOWN	33197	10.410214789375955	8834	9200	8684	6479	0	0	33197	0.5387233786185499	0.8943359826609557	0	0	0	0	Background	8	1	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:57014	SSU72-AS1	ENSG00000215014	AL645728.1	chr1	1510355	1511373	+	KNOWN	1019	6.926577033222725	219	281	300	219	0	0	1019	0.5701668302257115	1.290534684792274	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:42951	FNDC10	ENSG00000228594	C1orf233	chr1	1533392	1535476	-	KNOWN	2085	7.642524134232902	346	648	818	273	0	0	2085	0.7031175059952038	2.9657606060889474	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:30577	MIB2	ENSG00000197530	MIB2	chr1	1550795	1565990	+	KNOWN	15196	9.628787514307517	2402	4923	5168	2703	0	0	15196	0.6640563306133193	2.4735758681226594	0	0	0	0	Background	5	10	15	2.772588722239781	0.3992911972505073	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:7171	MMP23B	ENSG00000189409	MMP23B	chr1	1567474	1570639	+	KNOWN	3166	8.060224240440958	445	1121	1110	490	0	0	3166	0.7046746683512318	2.9853814070167157	0	0	0	0	Background	6	0	6	1.9459101490553132	-0.2004794046453124	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:1729	CDK11B	ENSG00000248333	CDK11B	chr1	1570603	1590473	-	KNOWN	19871	9.897016661405816	4774	5532	4985	4580	0	0	19871	0.5292637511952091	0.7751413040805721	0	0	0	0	Background	16	1	17	2.8903717578961645	0.4847449691036002	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:33941	SLC35E2B	ENSG00000189339	SLC35E2B	chr1	1592939	1624167	-	KNOWN	31229	10.349102429271342	8052	8452	8300	6425	0	0	31229	0.5364244772487111	0.8653690056751788	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:1730	CDK11A	ENSG00000008128	CDK11A	chr1	1634169	1655766	-	KNOWN	21598	9.980355996792705	5149	5932	5297	5220	0	0	21598	0.5199092508565608	0.657271264252779	0	0	0	0	Background	13	1	14	2.70805020110221	0.3524673059295579	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:20863	SLC35E2A	ENSG00000215790	SLC35E2	chr1	1656277	1677431	-	KNOWN	21155	9.959631563154169	5513	5523	5514	4605	0	0	21155	0.5217206334199953	0.6800953304418926	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:29831	NADK	ENSG00000008130	NADK	chr1	1682671	1711896	-	KNOWN	29226	10.282814003034598	7528	7999	7695	6004	0	0	29226	0.5369876137685622	0.8724647266244948	0	0	0	0	Background	45	1	46	3.8501476017100584	1.181080103703582	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:4396	GNB1	ENSG00000078369	GNB1	chr1	1716729	1822495	-	KNOWN	105767	11.568993840489764	30409	25681	23695	25982	0	0	105767	0.4668374823905377	-0.011451942370729537	0	0	0	0	Background	25	34	59	4.0943445622221	1.3582495172318012	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24193	CALML6	ENSG00000169885	CALML6	chr1	1846266	1848735	+	KNOWN	2470	7.8119734296220225	460	737	820	453	0	0	2470	0.6303643724696356	2.0490451818747837	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:27916	TMEM52	ENSG00000178821	TMEM52	chr1	1849029	1850712	-	KNOWN	1684	7.428927194802272	290	532	604	258	0	0	1684	0.6745843230403801	2.6062323266998666	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:29368	CFAP74	ENSG00000142609	C1orf222	chr1	1853396	1935276	-	KNOWN	81881	11.313022252695275	18980	22032	23539	17330	0	0	81881	0.5565515809528462	1.1189776891259653	0	0	0	0	Background	6	0	6	1.9459101490553132	-0.2004794046453124	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:4084	GABRD	ENSG00000187730	GABRD	chr1	1950780	1962192	+	KNOWN	11413	9.3425083355536	2052	3511	3620	2230	0	0	11413	0.6248138088145098	1.9791061006399089	0	0	0	0	Background	13	0	13	2.639057329615259	0.3024117010058096	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:9412	PRKCZ	ENSG00000067606	PRKCZ	chr1	1981909	2116834	+	KNOWN	134926	11.8124817589843	25691	36527	39625	33083	0	0	134926	0.5643982627514341	1.2178486777018478	0	0	0	0	Background	92	4	96	4.574710978503383	1.7067642410545425	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26428	FAAP20	ENSG00000162585	C1orf86	chr1	2115903	2144159	-	KNOWN	28257	10.249096493490926	5522	8831	8394	5510	0	0	28257	0.6095834660438122	1.7871983510024256	0	0	0	0	Background	7	2	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:10896	SKI	ENSG00000157933	SKI	chr1	2160134	2241558	+	KNOWN	81425	11.307437630144435	14382	22207	24599	20237	0	0	81425	0.5748357384095794	1.3493645927148965	0	1	1	0	ASD_only	131	2	133	4.897839799950911	1.9412001802647691	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:25852	MORN1	ENSG00000116151	MORN1	chr1	2252692	2323146	-	KNOWN	70455	11.162729487129205	15725	20105	20258	14367	0	0	70455	0.5728904974806615	1.3248538633904332	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:30309	RER1	ENSG00000157916	RER1	chr1	2323267	2336883	+	KNOWN	13617	9.519074291124575	2819	3381	3951	3466	0	0	13617	0.5384445913196739	0.8908231632871373	0	0	0	0	Background	9	0	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:8851	PEX10	ENSG00000157911	PEX10	chr1	2336236	2345236	-	KNOWN	9001	9.105090961257085	1665	2800	2803	1733	0	0	9001	0.6224863904010666	1.9497797987363132	0	0	0	0	Background	23	2	25	3.258096538021482	0.7515361015484414	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:29037	PLCH2	ENSG00000149527	PLCH2	chr1	2357419	2436969	+	KNOWN	79551	11.284153604397167	12632	25225	26177	15517	0	0	79551	0.6461515254365124	2.247968938527523	0	0	0	0	Background	20	1	21	3.091042453358316	0.6303352719181025	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:19366	PANK4	ENSG00000157881	PANK4	chr1	2439972	2458039	-	KNOWN	18068	9.801897696774494	3897	5614	5355	3202	0	0	18068	0.6070954173123755	1.7558480498157016	0	0	0	0	Background	9	1	10	2.3978952727983707	0.12744416626698069	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:19764	HES5	ENSG00000197921	HES5	chr1	2460184	2461684	-	KNOWN	1501	7.313886831633462	248	467	558	228	0	0	1501	0.6828780812791473	2.710736637837327	0	0	0	0	Background	102	6	108	4.6913478822291435	1.7913864729836797	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:11912	TNFRSF14	ENSG00000157873	TNFRSF14	chr1	2487078	2496821	+	KNOWN	9744	9.184406989949679	1610	3261	2981	1892	0	0	9744	0.6405993431855501	2.1780094624079616	0	0	0	0	Background	91	1	92	4.532599493153256	1.6762115791924133	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:28390	PRXL2B	ENSG00000157870	FAM213B	chr1	2517930	2522908	+	KNOWN	4979	8.512984346642183	785	1511	1705	978	0	0	4979	0.6459128339023901	2.244961340086661	0	0	0	0	Background	18	1	19	2.995732273553991	0.5611859728285722	ENSEMBL_PRIMARY+NO_EXACT_APPROVED
HGNC:14668	MMEL1	ENSG00000142606	MMEL1	chr1	2522078	2564481	-	KNOWN	42404	10.654997976392988	10043	11470	11829	9062	0	0	42404	0.5494528818036034	1.0295315486421355	0	0	0	0	Background	2	0	2	1.0986122886681096	-0.8152096809507505	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:34297	TTC34	ENSG00000215912	TTC34	chr1	2567415	2718286	-	KNOWN	150872	11.9241870741922	24693	33862	25685	16632	50000	0	100872	0.5903223887699263	1.5445019093742887	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24026	ACTRT2	ENSG00000169717	ACTRT2	chr1	2938046	2939465	+	KNOWN	1420	7.258412150595307	277	421	453	269	0	0	1420	0.6154929577464788	1.8616600536203105	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:14000	PRDM16	ENSG00000142611	PRDM16	chr1	2985732	3355185	+	KNOWN	369454	12.819781519063042	77371	105816	106910	79357	0	0	369454	0.5757848067689076	1.3613231924544404	0	0	0	0	Background	44	2	46	3.8501476017100584	1.181080103703582	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:15515	ARHGEF16	ENSG00000130762	ARHGEF16	chr1	3370990	3397677	+	KNOWN	26688	10.191969305158473	4935	8015	8820	4918	0	0	26688	0.6308078537170264	2.0546332037252792	0	0	0	0	Background	25	4	29	3.4011973816621555	0.8553584115806797	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:3232	MEGF6	ENSG00000162591	MEGF6	chr1	3406484	3528059	-	KNOWN	121576	11.70829486061344	24646	39535	36595	20800	0	0	121576	0.6261926696058433	1.9964802382750306	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:27007	TPRG1L	ENSG00000158109	TPRG1L	chr1	3541566	3546691	+	KNOWN	5126	8.542080906924017	1213	1276	1401	1236	0	0	5126	0.5222395630120952	0.6866340283385535	0	0	0	0	Background	3	0	3	1.3862943611198906	-0.6064910140517361	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:12759	WRAP73	ENSG00000116213	WRAP73	chr1	3547331	3569325	-	KNOWN	21995	9.99857043378282	5378	6156	5996	4465	0	0	21995	0.5524892020913844	1.0677902669375479	0	0	0	0	Background	25	0	25	3.258096538021482	0.7515361015484414	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:12003	TP73	ENSG00000078900	TP73	chr1	3569084	3652765	+	KNOWN	83682	11.33477917958675	16630	24092	25718	17242	0	0	83682	0.595229559522956	1.6063340106263129	0	0	0	0	Background	28	7	35	3.58351893845611	0.987636074754722	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:26546	CCDC27	ENSG00000162592	CCDC27	chr1	3668962	3688209	+	KNOWN	19248	9.86516243821446	4197	5158	5218	4675	0	0	19248	0.5390689941812137	0.8986908619876446	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:44204	SMIM1	ENSG00000235169	SMIM1	chr1	3689352	3692546	+	KNOWN	3195	8.069342366811636	548	1059	1015	573	0	0	3195	0.6491392801251956	2.285615712957129	0	0	0	0	Background	9	0	9	2.302585092994046	0.058294867177450714	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:29207	LRRC47	ENSG00000130764	LRRC47	chr1	3696784	3713068	-	KNOWN	16285	9.697999717710333	4001	4578	4291	3415	0	0	16285	0.544611605772183	0.9685297443786575	0	0	0	0	Background	7	0	7	2.0794415416798357	-0.10359990840061446	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:24866	CEP104	ENSG00000116198	CEP104	chr1	3728645	3773778	-	KNOWN	45134	10.717391121731856	12020	10843	10784	11487	0	0	45134	0.4791731289050383	0.14398160226858508	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:2773	DFFB	ENSG00000169598	DFFB	chr1	3773845	3801993	+	KNOWN	28149	10.24526710895816	6003	7217	7324	7605	0	0	28149	0.5165725247788554	0.6152273258877712	0	0	0	0	Background	13	1	14	2.70805020110221	0.3524673059295579	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:27915	C1orf174	ENSG00000198912	C1orf174	chr1	3805689	3816857	-	KNOWN	11169	9.320897362540826	3214	2762	2747	2446	0	0	11169	0.49324021846181393	0.3212319466261405	0	0	0	0	Background	0	0	0	0.0	-1.6122732253539795	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:30801	AJAP1	ENSG00000196581	AJAP1	chr1	4714792	4852594	+	KNOWN	137803	11.833580408006865	31764	35139	37030	33870	0	0	137803	0.5237113850932128	0.7051795113724264	0	0	0	0	Background	12	0	12	2.5649493574615367	0.2486449958973196	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:19104	NPHP4	ENSG00000131697	NPHP4	chr1	5922871	6052533	-	KNOWN	129663	11.772694055897693	36224	34232	30516	28691	0	0	129663	0.49935602292095665	0.39829326354115113	0	0	0	0	Background	15	2	17	2.8903717578961645	0.4847449691036002	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
HGNC:6229	KCNAB2	ENSG00000069424	KCNAB2	chr1	6051526	6161253	+	KNOWN	109728	11.605759855262647	23742	30557	30945	24484	0	0	109728	0.5604950422863809	1.1686667080597408	0	0	0	0	Background	11	2	13	2.639057329615259	0.3024117010058096	ENSEMBL_PRIMARY+EXACT_APPROVED_CONCORDANT
