db	term_id	term_name	set_label	M_universe	N_set_bg	n_genes_raw	n_genes_bg	in_size_range	tested	n_overlap	p_value	FDR	overlap_genes
GO_BP	DNA-templated Transcription Initiation (GO:0006352)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	59	56	TRUE	TRUE	0	1	1	
GO_BP	DNA-templated Transcription Termination (GO:0006353)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	16	14	TRUE	TRUE	1	0.0148236252350044	1	XRN2
GO_BP	ER Overload Response (GO:0006983)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	ER-associated Misfolded Protein Catabolic Process (GO:0071712)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	7	FALSE	FALSE	0	NA	NA	
GO_BP	ERAD Pathway (GO:0036503)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	89	86	TRUE	TRUE	0	1	1	
GO_BP	ERBB Signaling Pathway (GO:0038127)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	54	52	TRUE	TRUE	0	1	1	
GO_BP	ERBB2 Signaling Pathway (GO:0038128)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	13	13	TRUE	TRUE	0	1	1	
GO_BP	ERBB2-EGFR Signaling Pathway (GO:0038134)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	ERK1 And ERK2 Cascade (GO:0070371)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	24	23	TRUE	TRUE	0	1	1	
GO_BP	ESCRT III Complex Disassembly (GO:1904903)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	ESCRT Complex Disassembly (GO:1904896)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	22	22	TRUE	TRUE	0	1	1	
GO_BP	Fc Receptor Signaling Pathway (GO:0038093)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	26	25	TRUE	TRUE	0	1	1	
GO_BP	Fc-epsilon Receptor Signaling Pathway (GO:0038095)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	22	22	TRUE	TRUE	0	1	1	
GO_BP	Fc-gamma Receptor Signaling Pathway (GO:0038094)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	24	23	TRUE	TRUE	0	1	1	
GO_BP	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	20	20	TRUE	TRUE	0	1	1	
GO_BP	G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	17	17	TRUE	TRUE	0	1	1	
GO_BP	G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	12	TRUE	TRUE	0	1	1	
GO_BP	G Protein-Coupled Receptor Internalization (GO:0002031)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	4	FALSE	FALSE	0	NA	NA	
GO_BP	G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	50	48	TRUE	TRUE	0	1	1	
GO_BP	G Protein-Coupled Serotonin Receptor Signaling Pathway (GO:0098664)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	8	FALSE	FALSE	0	NA	NA	
GO_BP	G-quadruplex DNA Unwinding (GO:0044806)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	63	58	TRUE	TRUE	0	1	1	
GO_BP	G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	38	37	TRUE	TRUE	0	1	1	
GO_BP	GDP-mannose Metabolic Process (GO:0019673)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	GMP Biosynthetic Process (GO:0006177)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	GMP Metabolic Process (GO:0046037)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	7	FALSE	FALSE	0	NA	NA	
GO_BP	GPI Anchor Biosynthetic Process (GO:0006506)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	30	29	TRUE	TRUE	0	1	1	
GO_BP	GPI Anchor Metabolic Process (GO:0006505)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	27	26	TRUE	TRUE	0	1	1	
GO_BP	GTP Metabolic Process (GO:0046039)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	13	13	TRUE	TRUE	0	1	1	
GO_BP	Golgi Disassembly (GO:0090166)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Golgi Inheritance (GO:0048313)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	Golgi Lumen Acidification (GO:0061795)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	7	FALSE	FALSE	0	NA	NA	
GO_BP	Golgi Organization (GO:0007030)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	130	115	TRUE	TRUE	0	1	1	
GO_BP	Golgi Ribbon Formation (GO:0090161)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	Golgi To Endosome Transport (GO:0006895)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	15	TRUE	TRUE	0	1	1	
GO_BP	Golgi To Lysosome Transport (GO:0090160)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	11	11	TRUE	TRUE	0	1	1	
GO_BP	Golgi To Plasma Membrane Protein Transport (GO:0043001)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	28	28	TRUE	TRUE	1	0.0294389131076278	1	NSF
GO_BP	Golgi To Plasma Membrane Transport (GO:0006893)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	47	46	TRUE	TRUE	1	0.0479283190636396	1	NSF
GO_BP	Golgi To Vacuole Transport (GO:0006896)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	17	16	TRUE	TRUE	0	1	1	
GO_BP	Golgi Transport Vesicle Coating (GO:0048200)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	Golgi Vesicle Transport (GO:0048193)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	197	184	TRUE	TRUE	1	0.178995103820923	1	NSF
GO_BP	His-Purkinje System Development (GO:0003164)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	I-kappaB kinase/NF-kappaB Signaling (GO:0007249)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	45	41	TRUE	TRUE	0	1	1	
GO_BP	I-kappaB Phosphorylation (GO:0007252)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	7	FALSE	FALSE	0	NA	NA	
GO_BP	IMP Biosynthetic Process (GO:0006188)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
GO_BP	IMP Metabolic Process (GO:0046040)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	8	FALSE	FALSE	0	NA	NA	
GO_BP	IRE1-mediated Unfolded Protein Response (GO:0036498)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	ISG15-protein Conjugation (GO:0032020)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	JNK Cascade (GO:0007254)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	29	28	TRUE	TRUE	0	1	1	
GO_BP	L-alanine Transport (GO:0015808)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	6	FALSE	FALSE	0	NA	NA	
GO_BP	L-alpha-amino Acid Transmembrane Transport (GO:1902475)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	40	37	TRUE	TRUE	0	1	1	
GO_BP	L-amino Acid Transport (GO:0015807)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	26	25	TRUE	TRUE	0	1	1	
GO_BP	L-arginine Transmembrane Transport (GO:1903826)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	L-ascorbic Acid Metabolic Process (GO:0019852)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	3	FALSE	FALSE	0	NA	NA	
GO_BP	L-aspartate Import Across Plasma Membrane (GO:0140009)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	L-aspartate Transmembrane Transport (GO:0070778)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	L-fucose Catabolic Process (GO:0042355)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	7	FALSE	FALSE	0	NA	NA	
GO_BP	L-fucose Metabolic Process (GO:0042354)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	7	FALSE	FALSE	0	NA	NA	
GO_BP	L-glutamate Import (GO:0051938)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	14	TRUE	TRUE	0	1	1	
GO_BP	L-glutamate Transmembrane Transport (GO:0015813)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	14	13	TRUE	TRUE	0	1	1	
GO_BP	L-methionine Salvage (GO:0071267)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	6	FALSE	FALSE	0	NA	NA	
GO_BP	L-ornithine Transmembrane Transport (GO:1903352)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	4	FALSE	FALSE	0	NA	NA	
GO_BP	L-phenylalanine Catabolic Process (GO:0006559)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	L-phenylalanine Metabolic Process (GO:0006558)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	5	5	FALSE	FALSE	0	NA	NA	
GO_BP	L-serine Metabolic Process (GO:0006563)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	10	TRUE	TRUE	0	1	1	
GO_BP	MAPK Cascade (GO:0000165)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	98	94	TRUE	TRUE	0	1	1	
GO_BP	MHC Class II Protein Complex Assembly (GO:0002399)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	14	7	FALSE	FALSE	0	NA	NA	
GO_BP	MyD88-dependent Toll-Like Receptor Signaling Pathway (GO:0002755)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	12	11	TRUE	TRUE	0	1	1	
GO_BP	MyD88-independent Toll-Like Receptor Signaling Pathway (GO:0002756)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	N-acetylglucosamine Metabolic Process (GO:0006044)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	13	TRUE	TRUE	0	1	1	
GO_BP	N-acetylneuraminate Catabolic Process (GO:0019262)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	6	5	FALSE	FALSE	0	NA	NA	
GO_BP	N-acetylneuraminate Metabolic Process (GO:0006054)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	10	9	FALSE	FALSE	0	NA	NA	
GO_BP	N-acylphosphatidylethanolamine Metabolic Process (GO:0070292)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	8	8	FALSE	FALSE	0	NA	NA	
GO_BP	N-glycan Processing (GO:0006491)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	19	19	TRUE	TRUE	0	1	1	
GO_BP	N-terminal Peptidyl-Methionine Acetylation (GO:0017196)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	7	7	FALSE	FALSE	0	NA	NA	
GO_BP	N-terminal Protein Amino Acid Acetylation (GO:0006474)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	15	14	TRUE	TRUE	0	1	1	
GO_BP	N-terminal Protein Amino Acid Modification (GO:0031365)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	13	12	TRUE	TRUE	0	1	1	
GO_BP	NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway (GO:0034356)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	9	9	FALSE	FALSE	0	NA	NA	
GO_BP	NAD Biosynthetic Process (GO:0009435)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	17	17	TRUE	TRUE	0	1	1	
GO_BP	NAD Metabolic Process (GO:0019674)	MSigDB_GO_Biological_Process_2023	robust_core19	17827	19	22	22	TRUE	TRUE	0	1	1	
